RIMBP2 62	2442	64	461	5.455748	18.117294 47	478	64	461	1.403995	0.955283	0.955283
PSG2 1	2503	10	515	26.689922	6.654098 3	522	10	515	2.787306	0.936082	0.936082
FRG1 18	2486	10	515	2.790392	1.917337 3	522	10	515	2.787306	0.936082	0.936082
COL3A1 71	2433	26	499	1.825500	1.844663 15	510	26	499	1.724625	0.926220	0.926220
MUC17 22	2482	99	426	25.282558	56.511636 79	446	99	426	1.308548	0.921783	0.921783
C3orf56 0	2504	44	481	233.869295	33.311986 30	495	44	481	1.493776	0.916790	0.916790
ZNF184 9	2495	5	520	2.874472	1.347982 0	525	5	520	6.057582	0.907442	0.907442
KLK3 6	2498	5	520	4.111324	1.815797 0	525	5	520	6.057582	0.907442	0.907442
DEFB121 1	2503	5	520	14.418426	3.261859 0	525	5	520	6.057582	0.907442	0.907442
GP5 35	2469	12	513	1.735300	0.903187 4	521	12	513	2.640467	1.029523	0.903187
KRTAP4-11 12	2492	14	511	5.618239	4.874631 6	519	14	511	2.176339	0.886944	0.886944
RAB3C 7	2497	8	517	5.425193	3.057498 2	523	8	517	3.034749	0.842551	0.842551
MRPL30 7	2497	8	517	5.425193	3.057498 2	523	8	517	3.034749	0.842551	0.842551
NLRP5 30	2474	24	501	3.976031	5.817865 14	511	24	501	1.699867	0.835706	0.835706
CFAP45 72	2432	43	482	3.036161	6.897200 30	495	43	482	1.457557	0.823635	0.823635
TPX2 51	2453	20	505	1.958574	1.753916 11	514	20	505	1.781126	0.806545	0.806545
C11orf70 5	2499	20	505	17.292490	11.090526 11	514	20	505	1.781126	0.806545	0.806545
BCAS3 37	2467	31	494	4.198618	7.611363 20	505	31	494	1.557672	0.801034	0.801034
DACH1 29	2475	12	513	2.087419	1.403998 5	520	12	513	2.196174	0.787225	0.787225
ADGRL3 122	2382	12	513	0.490003	1.841432 5	520	12	513	2.196174	0.787225	0.787225
FITM1 42	2462	27	498	3.214056	5.084775 17	508	27	498	1.586729	0.758903	0.758903
PCDH11X 16	2488	6	519	1.970928	0.771929 1	524	6	519	3.533654	0.750031	0.750031
PANX3 70	2434	6	519	0.461674	1.313737 1	524	6	519	3.533654	0.750031	0.750031
MAN2C1 92	2412	41	484	2.246891	4.211182 29	496	41	484	1.434639	0.747362	0.747362
TIPIN 27	2477	17	508	3.129666	3.300005 9	516	17	508	1.828291	0.747045	0.747045
CHUK 25	2479	8	517	1.657262	0.738923 2	523	8	517	3.034749	0.842551	0.738923
PIK3R6 0	2504	42	483	222.551653	31.749087 30	495	42	483	1.421488	0.734051	0.734051
C11orf63 29	2475	13	512	2.252372	1.801319 6	519	13	512	2.027290	0.733296	0.733296
SEZ6 69	2435	35	490	2.551527	4.455509 24	501	35	490	1.472261	0.728750	0.728750
GRIN2A 76	2428	23	502	1.505151	0.968963 14	511	23	502	1.628628	0.718610	0.718610
RFX2 51	2453	29	496	2.848630	4.657962 19	506	29	496	1.530181	0.717284	0.717284
TMEM27 8	2496	36	489	20.949887	20.224986 25	500	36	489	1.455024	0.713349	0.713349
PLPP7 31	2473	18	507	2.891609	3.244534 10	515	18	507	1.754474	0.712182	0.712182
WDR92 38	2466	53	472	7.221662	18.554320 40	485	53	472	1.353272	0.706440	0.706440
TNRC18 215	2289	74	451	1.759157	3.780733 59	466	74	451	1.291482	0.706032	0.706032
KRT8 45	2459	24	501	2.663260	3.464312 15	510	24	501	1.590513	0.694636	0.694636
LINGO3 18	2486	14	511	3.834807	3.626485 7	518	14	511	1.900635	0.688224	0.688224
STAT2 12	2492	10	515	4.088104	2.955095 4	521	10	515	2.225581	0.684833	0.684833
SRSF9 3	2501	10	515	13.334302	5.558497 4	521	10	515	2.225581	0.684833	0.684833
ZNF335 117	2387	31	494	1.308269	0.730778 21	504	31	494	1.483930	0.681390	0.681390
TLE1 49	2455	19	506	1.937673	1.782920 11	514	19	506	1.692965	0.681379	0.681379
PLEKHG3 109	2395	29	496	1.314798	0.681058 16	509	29	496	1.810865	1.140874	0.681058
TMCC2 33	2471	25	500	3.773160	5.725529 16	509	25	500	1.556886	0.672725	0.672725
ATPIF1 4	2500	4	521	4.791188	1.739100 0	525	4	521	5.038314	0.662714	0.662714
CTRB2 12	2492	4	521	1.836870	0.653483 0	525	4	521	5.038314	0.662714	0.653483
MICU2 42	2462	33	492	3.950281	7.582867 23	502	33	492	1.445402	0.650072	0.650072
HR 77	2427	33	492	2.146773	3.275663 23	502	33	492	1.445402	0.650072	0.650072
AWAT1 3	2501	7	518	9.641618	3.691578 2	523	7	518	2.692357	0.649544	0.649544
KNDC1 89	2415	34	491	1.909666	2.617561 24	501	34	491	1.428455	0.635854	0.635854
GSAP 33	2471	11	514	1.694118	0.926605 5	520	11	514	2.023301	0.631107	0.631107
HOXB5 15	2489	22	503	7.101935	8.295125 14	511	22	503	1.557672	0.607048	0.607048
IDS 15	2489	5	520	1.792226	0.597161 0	525	5	520	6.057582	0.907442	0.597161
CAPRIN2 51	2453	14	511	1.382587	0.590046 6	519	14	511	2.176339	0.886944	0.590046
TTC8 47	2457	17	508	1.810904	1.331840 10	515	17	508	1.658868	0.587962	0.587962
MBNL1 14	2490	12	513	4.200130	3.475169 6	519	12	513	1.878822	0.587406	0.587406
ZIC4 16	2488	23	502	6.985850	8.543416 15	510	23	502	1.523857	0.586831	0.586831
LTBP4 0	2504	39	486	205.749487	29.412063 29	496	39	486	1.360712	0.575991	0.575991
NPL 38	2466	24	501	3.150220	4.503408 16	509	24	501	1.494024	0.568369	0.568369
ERICH3 67	2437	24	501	1.785505	1.746610 16	509	24	501	1.494024	0.568369	0.568369
RELN 242	2262	41	484	0.806466	0.602122 31	494	41	484	1.339562	0.556201	0.556201
PARM1 7	2497	13	512	8.521442	5.797266 7	518	13	512	1.770468	0.551036	0.551036
LRRIQ1 72	2432	53	472	3.804976	11.020531 42	483	53	472	1.285019	0.542753	0.542753
VPS37C 64	2440	5	520	0.432482	1.258207 1	524	5	520	3.023033	0.541833	0.541833
PSMD7 14	2490	5	520	1.912476	0.619172 1	524	5	520	3.023033	0.541833	0.541833
NEUROD6 10	2494	5	520	2.612110	1.008181 1	524	5	520	3.023033	0.541833	0.541833
FAM47B 0	2504	5	520	28.848369	3.794849 1	524	5	520	3.023033	0.541833	0.541833
DOCK9 62	2442	5	520	0.446577	1.267278 1	524	5	520	3.023033	0.541833	0.541833
KCNH2 43	2461	12	513	1.415193	0.539825 4	521	12	513	2.640467	1.029523	0.539825
SH3BP5L 6	2498	43	482	32.521739	26.568181 33	492	43	482	1.320911	0.538261	0.538261
PARVG 33	2471	26	499	3.926118	6.150145 18	507	26	499	1.443789	0.535833	0.535833
CCNJL 19	2485	9	516	2.404255	1.547131 4	521	9	516	2.019342	0.525410	0.525410
UROC1 129	2375	14	511	0.535457	1.620144 8	517	14	511	1.686198	0.520209	0.520209
EPCAM 18	2486	14	511	3.834807	3.626485 8	517	14	511	1.686198	0.520209	0.520209
METAP1 19	2485	6	519	1.673269	0.519399 0	525	6	519	7.080769	1.159422	0.519399
RPAP1 102	2402	48	477	2.391579	5.339545 38	487	48	477	1.282695	0.499934	0.499934
CTNND2 68	2436	18	507	1.320980	0.499860 11	514	18	507	1.605151	0.562506	0.499860
ZNF831 61	2443	29	496	2.379438	3.437173 21	504	29	496	1.385586	0.495567	0.495567
SULF2 56	2448	15	510	1.345281	0.556564 9	516	15	510	1.618787	0.493689	0.493689
DPPA3 0	2504	10	515	53.401163	7.393167 5	520	10	515	1.851098	0.483687	0.483687
SLC4A3 96	2408	24	501	1.236805	0.479179 9	516	24	501	2.574701	1.825676	0.479179
ZBTB7C 69	2435	52	473	3.891139	11.094651 42	483	52	473	1.258561	0.474521	0.474521
LPP 118	2386	16	509	0.668627	0.875579 10	515	16	509	1.563636	0.470586	0.470586
DCAF4L2 15	2489	16	509	5.187500	5.153569 10	515	16	509	1.563636	0.470586	0.470586
MOXD1 20	2484	6	519	1.592949	0.505047 2	523	6	519	2.351282	0.466731	0.466731
HCN1 13	2491	6	519	2.396154	1.122199 2	523	6	519	2.351282	0.466731	0.466731
FERD3L 6	2498	6	519	4.805769	2.290313 2	523	6	519	2.351282	0.466731	0.466731
BSDC1 15	2489	6	519	2.094952	0.994619 2	523	6	519	2.351282	0.466731	0.466731
TCF12 63	2441	8	517	0.662946	0.460192 2	523	8	517	3.034749	0.842551	0.460192
TTN 1585	919	311	214	0.841784	1.080517 295	230	311	214	1.132495	0.456299	0.456299
FRMD7 23	2481	24	501	5.150232	7.232023 17	508	24	501	1.408256	0.455541	0.455541
SPATA5 37	2467	11	514	1.513337	0.591946 6	519	11	514	1.730929	0.449937	0.449937
OR2T12 20	2484	11	514	2.757282	2.061357 6	519	11	514	1.730929	0.449937	0.449937
DSCAM 80	2424	11	514	0.697591	0.482369 6	519	11	514	1.730929	0.449937	0.449937
CSMD1 289	2215	45	480	0.730776	1.176886 36	489	45	480	1.266506	0.443297	0.443297
SIPA1L3 197	2307	34	491	0.829227	0.433909 24	501	34	491	1.428455	0.635854	0.433909
ABCC6 95	2409	60	465	3.286168	10.173407 50	475	60	465	1.221745	0.433663	0.433663
WWTR1 36	2468	18	507	2.495797	2.662426 12	513	18	507	1.478801	0.432183	0.432183
KCNH3 24	2480	18	507	3.711732	4.298987 12	513	18	507	1.478801	0.432183	0.432183
AIFM1 14	2490	4	521	1.590677	0.428856 0	525	4	521	5.038314	0.662714	0.428856
TOMM22 3	2501	3	522	4.783939	1.454743 0	525	3	522	4.022945	0.427348	0.427348
RBP3 107	2397	3	522	0.169818	4.992440 0	525	3	522	4.022945	0.427348	0.427348
PURB 9	2495	3	522	1.908987	0.547194 0	525	3	522	4.022945	0.427348	0.427348
OR2F2 3	2501	3	522	4.783939	1.454743 0	525	3	522	4.022945	0.427348	0.427348
MC5R 39	2465	3	522	0.471511	0.784121 0	525	3	522	4.022945	0.427348	0.427348
HTR1E 34	2470	3	522	0.539962	0.534551 0	525	3	522	4.022945	0.427348	0.427348
CTNNA3 126	2378	12	513	0.473774	2.081417 7	518	12	513	1.640807	0.421968	0.421968
ZFHX4 249	2255	37	488	0.701252	1.302702 29	496	37	488	1.287389	0.419921	0.419921
NLRP1 44	2460	49	476	5.732588	14.768541 40	485	49	476	1.242522	0.419779	0.419779
CSMD3 285	2219	49	476	0.813652	0.653896 40	485	49	476	1.242522	0.419779	0.419779
ZSCAN1 0	2504	7	518	38.612717	5.217288 3	522	7	518	2.015414	0.414622	0.414622
ZNF485 9	2495	7	518	3.847399	2.169712 3	522	7	518	2.015414	0.414622	0.414622
SH2D2A 4	2500	7	518	7.710212	3.347825 3	522	7	518	2.015414	0.414622	0.414622
SERPINA4 15	2489	7	518	2.398844	1.271129 3	522	7	518	2.015414	0.414622	0.414622
KRT16 75	2429	7	518	0.492851	1.243053 3	522	7	518	2.015414	0.414622	0.414622
GBE1 68	2436	7	518	0.544414	0.899011 3	522	7	518	2.015414	0.414622	0.414622
CDH10 23	2481	7	518	1.594091	0.613256 3	522	7	518	2.015414	0.414622	0.414622
LAMA2 289	2215	51	474	0.836530	0.539265 42	483	51	474	1.232215	0.409357	0.409357
ZNF804A 30	2474	20	505	3.313464	3.950222 14	511	20	505	1.416601	0.401428	0.401428
TAF1L 159	2345	20	505	0.608523	1.473777 14	511	20	505	1.416601	0.401428	0.401428
PDGFRA 79	2425	20	505	1.258547	0.455201 14	511	20	505	1.416601	0.401428	0.401428
SEC22A 21	2483	13	512	3.081340	2.564547 8	517	13	512	1.570717	0.398339	0.398339
KIF26B 284	2220	30	495	0.487061	3.957450 23	502	30	495	1.309896	0.391279	0.391279
BSN 302	2202	42	483	0.645944	1.991464 34	491	42	483	1.248878	0.386918	0.386918
ALPK1 112	2392	18	507	0.792053	0.385715 8	517	18	507	2.152668	1.081012	0.385715
MROH2B 82	2422	31	494	1.887209	2.274478 24	501	31	494	1.298101	0.382917	0.382917
FBXO40 81	2423	31	494	1.911013	2.449926 24	501	31	494	1.298101	0.382917	0.382917
PABPC1 7	2497	75	450	52.618625	49.750852 65	460	75	450	1.177048	0.379967	0.379967
ZNF526 17	2487	14	511	4.049479	3.804850 9	516	14	511	1.514648	0.378063	0.378063
XYLT1 125	2379	14	511	0.553385	1.519564 9	516	14	511	1.514648	0.378063	0.378063
MEI1 45	2459	14	511	1.566746	0.771085 9	516	14	511	1.514648	0.378063	0.378063
FBXL18 32	2472	14	511	2.195490	1.721143 9	516	14	511	1.514648	0.378063	0.378063
GAS7 17	2487	22	503	6.307760	7.717760 16	509	22	503	1.369048	0.376147	0.376147
ATP2B2 19	2485	22	503	5.672421	7.192544 16	509	22	503	1.369048	0.376147	0.376147
SPATA31A5,SPATA31A7 0	2504	8	517	43.523166	5.937940 4	521	8	517	1.813900	0.375928	0.375928
NDUFA13 18	2486	8	517	2.274233	1.336012 4	521	8	517	1.813900	0.375928	0.375928
LDB2 7	2497	8	517	5.425193	3.057498 4	521	8	517	1.813900	0.375928	0.375928
HOXA4 15	2489	8	517	2.703909	1.549931 4	521	8	517	1.813900	0.375928	0.375928
GTPBP3 66	2438	8	517	0.632484	0.652666 4	521	8	517	1.813900	0.375928	0.375928
ETV5 17	2487	8	517	2.401544	1.412366 4	521	8	517	1.813900	0.375928	0.375928
NME3 38	2466	4	521	0.605904	0.375892 0	525	4	521	5.038314	0.662714	0.375892
ALS2CL 76	2428	33	492	2.175549	3.321056 26	499	33	492	1.277139	0.367648	0.367648
RUNX3 8	2496	23	502	13.237906	11.530263 17	508	23	502	1.349238	0.365100	0.365100
ANO5 48	2456	15	510	1.570031	0.870256 10	515	15	510	1.468778	0.360435	0.360435
AMER1 21	2483	15	510	3.535314	3.547123 10	515	15	510	1.468778	0.360435	0.360435
VCAN 107	2397	48	477	2.276112	4.928289 40	485	48	477	1.215124	0.356018	0.356018
SI 127	2377	48	477	1.904452	3.343064 40	485	48	477	1.215124	0.356018	0.356018
TEC 26	2478	9	516	1.775915	0.898064 5	520	9	516	1.679562	0.345834	0.345834
RSPH4A 28	2476	9	516	1.652104	0.702564 5	520	9	516	1.679562	0.345834	0.345834
OR4B1 6	2498	9	516	6.905222	3.854120 5	520	9	516	1.679562	0.345834	0.345834
HCFC1 34	2470	9	516	1.365571	0.370886 5	520	9	516	1.679562	0.345834	0.345834
FBXW11 10	2494	9	516	4.387199	2.885307 5	520	9	516	1.679562	0.345834	0.345834
DNAJC11 20	2484	9	516	2.288846	1.288723 5	520	9	516	1.679562	0.345834	0.345834
DLGAP2 84	2420	9	516	0.550916	1.127422 5	520	9	516	1.679562	0.345834	0.345834
C2orf70 32	2472	9	516	1.449505	0.508173 5	520	9	516	1.679562	0.345834	0.345834
BRSK2 28	2476	9	516	1.652104	0.702564 5	520	9	516	1.679562	0.345834	0.345834
SPIDR 23	2481	25	500	5.366933	7.725808 19	506	25	500	1.315569	0.345542	0.345542
TAS2R46 0	2504	4	521	23.994253	3.096343 1	524	4	521	2.514368	0.345282	0.345282
SPRR2D 9	2495	4	521	2.390805	0.796561 1	524	4	521	2.514368	0.345282	0.345282
OR10H4 13	2491	4	521	1.704981	0.448708 1	524	4	521	2.514368	0.345282	0.345282
ESRRG 6	2498	4	521	3.419540	1.372568 1	524	4	521	2.514368	0.345282	0.345282
COMMD4 39	2465	4	521	0.590517	0.488267 1	524	4	521	2.514368	0.345282	0.345282
ABCE1 5	2499	4	521	3.991060	1.541449 1	524	4	521	2.514368	0.345282	0.345282
NUTM2F 18	2486	16	509	4.363158	4.511292 11	514	16	509	1.430556	0.344942	0.344942
DRD5 37	2467	16	509	2.164912	1.941740 11	514	16	509	1.430556	0.344942	0.344942
PRSS1 27	2477	38	487	7.072746	13.504321 31	494	38	487	1.236232	0.336170	0.336170
GLE1 27	2477	38	487	7.072746	13.504321 31	494	38	487	1.236232	0.336170	0.336170
FMN2 142	2362	54	471	1.925522	3.702071 46	479	54	471	1.190047	0.331643	0.331643
SLC25A51 15	2489	17	508	5.503438	5.651829 12	513	17	508	1.398217	0.331197	0.331197
RYR2 126	2378	39	486	1.538586	1.571050 32	493	39	486	1.229544	0.330788	0.330788
UNC13D 111	2393	27	498	1.199399	0.373141 21	504	27	498	1.288031	0.328735	0.328735
CLEC16A 39	2465	27	498	3.459319	5.584554 21	504	27	498	1.288031	0.328735	0.328735
F7 47	2457	6	519	0.689343	0.325927 2	523	6	519	2.351282	0.466731	0.325927
VRK3 28	2476	10	515	1.820837	1.026485 6	519	10	515	1.583610	0.321626	0.321626
SRSF4 27	2477	10	515	1.886628	1.062801 6	519	10	515	1.583610	0.321626	0.321626
RPSA 3	2501	10	515	13.334302	5.558497 6	519	10	515	1.583610	0.321626	0.321626
PLPPR4 33	2471	10	515	1.549932	0.635060 6	519	10	515	1.583610	0.321626	0.321626
PHKA1 41	2463	10	515	1.250646	0.329186 6	519	10	515	1.583610	0.321626	0.321626
PDZRN4 97	2407	10	515	0.523810	1.403816 6	519	10	515	1.583610	0.321626	0.321626
OR52I1 37	2467	10	515	1.384537	0.465628 6	519	10	515	1.583610	0.321626	0.321626
IL1R2 28	2476	10	515	1.820837	1.026485 6	519	10	515	1.583610	0.321626	0.321626
GRID2 80	2424	10	515	0.638219	0.683192 6	519	10	515	1.583610	0.321626	0.321626
SPHKAP 89	2415	28	497	1.563231	1.322077 22	503	28	497	1.276061	0.321179	0.321179
KDM6B 112	2392	28	497	1.233198	0.509589 22	503	28	497	1.276061	0.321179	0.321179
WDR3 42	2462	18	507	2.142327	2.003795 13	512	18	507	1.370501	0.318903	0.318903
SSC4D 25	2479	18	507	3.567535	4.135933 13	512	18	507	1.370501	0.318903	0.318903
KIF4B 57	2447	18	507	1.578604	1.028439 13	512	18	507	1.370501	0.318903	0.318903
ACPP 24	2480	6	519	1.335923	0.316338 2	523	6	519	2.351282	0.466731	0.316338
NAV3 98	2406	42	483	2.160051	4.010711 35	490	42	483	1.211719	0.316080	0.316080
PDHX 37	2467	29	496	3.920364	6.738128 23	502	29	496	1.265091	0.314110	0.314110
FBLN2 77	2427	29	496	1.878966	2.209379 23	502	29	496	1.265091	0.314110	0.314110
DNAH9 477	2027	61	464	0.565690	4.357139 53	472	61	464	1.167901	0.308929	0.308929
PCDHB14 30	2474	19	506	3.149456	3.662305 14	511	19	506	1.346483	0.307830	0.307830
NPHS1 118	2386	19	506	0.791275	0.374790 14	511	19	506	1.346483	0.307830	0.307830
ERVW-1 0	2504	19	506	98.816568	14.086151 14	511	19	506	1.346483	0.307830	0.307830
SPTA1 281	2223	44	481	0.736294	1.123419 37	488	44	481	1.201409	0.307314	0.307314
NOTCH1 155	2349	45	480	1.440642	1.365602 38	487	45	480	1.196652	0.303202	0.303202
NRG1 82	2422	13	512	0.796684	0.303025 4	521	13	512	2.849123	1.213135	0.303025
BROX 29	2475	3	522	0.631230	0.302586 0	525	3	522	4.022945	0.427348	0.302586
TYRP1 82	2422	11	514	0.680220	0.568244 7	518	11	514	1.511650	0.301645	0.301645
SYNDIG1 30	2474	11	514	1.860319	0.995611 7	518	11	514	1.511650	0.301645	0.301645
SLC22A25 36	2468	11	514	1.554867	0.733645 7	518	11	514	1.511650	0.301645	0.301645
GSDMB 3	2501	11	514	14.574757	6.203027 7	518	11	514	1.511650	0.301645	0.301645
MXRA5 96	2408	31	494	1.605498	1.499598 25	500	31	494	1.245688	0.301247	0.301247
EPHA10 94	2410	46	479	2.485022	5.444496 39	486	46	479	1.192135	0.299256	0.299256
PITX3 11	2493	3	522	1.589547	0.298510 0	525	3	522	4.022945	0.427348	0.298510
SPEN 134	2370	65	460	2.514437	7.433263 57	468	65	460	1.157678	0.298014	0.298014
SMPD3 54	2450	20	505	1.849479	1.671175 15	510	20	505	1.325469	0.297795	0.297795
NMUR1 65	2439	20	505	1.534315	0.948931 15	510	20	505	1.325469	0.297795	0.297795
KRT28 44	2460	20	505	2.269697	2.352264 15	510	20	505	1.325469	0.297795	0.297795
TPT1 11	2493	5	520	2.393474	0.964374 2	523	5	520	2.011516	0.295905	0.295905
SMAP2 8	2496	5	520	3.195138	1.485360 2	523	5	520	2.011516	0.295905	0.295905
RGS18 11	2493	5	520	2.393474	0.964374 2	523	5	520	2.011516	0.295905	0.295905
PLA2G2A 0	2504	5	520	28.848369	3.794849 2	523	5	520	2.011516	0.295905	0.295905
PIEZO2 208	2296	5	520	0.126569	11.021911 2	523	5	520	2.011516	0.295905	0.295905
KRTAP4-8,KRTAP9-7 0	2504	5	520	28.848369	3.794849 2	523	5	520	2.011516	0.295905	0.295905
KIF2B 76	2428	5	520	0.363287	1.930612 2	523	5	520	2.011516	0.295905	0.295905
PKHD1L1 283	2221	66	459	1.139574	0.432966 58	467	66	459	1.155343	0.295478	0.295478
SLC12A9 45	2459	47	478	5.358991	13.514239 40	485	47	478	1.187841	0.295466	0.295466
NPAP1 0	2504	32	493	167.338057	23.994664 26	499	32	493	1.237067	0.295375	0.295375
PDE3A 79	2425	33	492	2.091379	3.044491 27	498	33	492	1.229064	0.289831	0.289831
SIGLEC11 7	2497	21	504	13.602970	10.721233 16	509	21	504	1.306931	0.288648	0.288648
OR4C13 31	2473	21	504	3.368069	4.414238 16	509	21	504	1.306931	0.288648	0.288648
INSL3 4	2500	21	504	21.790891	12.353839 16	509	21	504	1.306931	0.288648	0.288648
GJB1 12	2492	3	522	1.466686	0.285594 0	525	3	522	4.022945	0.427348	0.285594
ZRSR2 22	2482	12	513	2.730418	2.197793 8	517	12	513	1.455685	0.284816	0.284816
SNRNP200 83	2421	12	513	0.729248	0.466538 8	517	12	513	1.455685	0.284816	0.284816
RBAK 7	2497	12	513	7.897374	5.221938 8	517	12	513	1.455685	0.284816	0.284816
MAZ 9	2495	12	513	6.312840	4.620415 8	517	12	513	1.455685	0.284816	0.284816
ANKRD30B 29	2475	12	513	2.087419	1.403998 8	517	12	513	1.455685	0.284816	0.284816
MCPH1 29	2475	34	491	5.871274	10.810007 28	497	34	491	1.221615	0.284587	0.284587
TMEM143 61	2443	9	516	0.762463	0.276308 5	520	9	516	1.679562	0.345834	0.276308
RP1L1 134	2370	104	421	4.369932	22.947931 95	430	104	421	1.117076	0.275259	0.275259
MCM5 96	2408	16	509	0.827835	0.275064 11	514	16	509	1.430556	0.344942	0.275064
MUC16 110	2394	145	380	8.268189	50.971496 135	390	145	380	1.101706	0.274734	0.274734
SMOC2 58	2446	14	511	1.215075	0.272835 8	517	14	511	1.686198	0.520209	0.272835
MAP7 58	2446	14	511	1.215075	0.272835 7	518	14	511	1.900635	0.688224	0.272835
XIRP2 231	2273	54	471	1.142150	0.384174 47	478	54	471	1.162827	0.272577	0.272577
